session,frame_idx,time_s,cx,cy,bbox_w,bbox_h,mask_area_px
2025_08_15,413,13.78045,2578.2,1568.2,21.3,17.7,319
2025_08_15,413,13.78045,653.8,17.6,26.7,19.7,393
2025_08_15,413,13.78045,452.5,875.3,31.7,22.5,708
2025_08_15,413,13.78045,3369.7,2043.0,27.0,28.4,648
2025_08_15,413,13.78045,3268.7,58.9,23.3,26.1,478
2025_08_15,413,13.78045,2385.1,2143.8,18.8,16.5,454
2025_08_15,413,13.78045,2733.8,467.0,19.7,15.9,375
2025_08_15,413,13.78045,1020.7,1219.5,19.2,16.6,289
2025_08_15,413,13.78045,2737.4,467.0,21.1,15.7,354
2025_08_15,414,13.81381,2578.5,1568.2,21.7,18.1,319
2025_08_15,414,13.81381,653.3,17.9,27.0,20.1,429
2025_08_15,414,13.81381,452.2,875.4,31.0,22.5,696
2025_08_15,414,13.81381,3268.5,58.9,22.0,25.4,438
2025_08_15,414,13.81381,3369.4,2043.4,27.0,28.2,683
2025_08_15,414,13.81381,2385.3,2144.5,18.8,16.1,441
2025_08_15,414,13.81381,2733.9,467.4,19.8,15.3,382
2025_08_15,414,13.81381,2737.7,467.4,20.6,15.1,358
2025_08_15,415,13.84718,2578.8,1568.4,21.8,18.1,320
2025_08_15,415,13.84718,651.9,17.9,28.3,20.5,450
2025_08_15,415,13.84718,451.8,875.6,30.7,22.2,675
2025_08_15,415,13.84718,3268.3,59.4,22.0,25.3,458
2025_08_15,415,13.84718,3369.5,2043.9,27.3,27.9,644
2025_08_15,415,13.84718,2385.9,2145.4,18.3,16.2,438
2025_08_15,415,13.84718,2734.1,467.9,20.3,15.4,352
2025_08_15,415,13.84718,1020.9,1220.7,18.9,17.5,287
2025_08_15,416,13.88055,651.4,17.8,29.4,21.7,516
2025_08_15,416,13.88055,2579.3,1568.4,21.4,17.7,321
2025_08_15,416,13.88055,451.3,875.6,29.9,22.4,657
2025_08_15,416,13.88055,3268.1,60.1,20.9,24.8,442
2025_08_15,416,13.88055,2734.4,467.5,20.7,15.4,367
2025_08_15,416,13.88055,3369.4,2044.5,27.2,28.2,611
2025_08_15,416,13.88055,1020.5,1221.1,18.9,18.2,301
2025_08_15,416,13.88055,2385.9,2145.6,17.9,16.4,433
2025_08_15,417,13.91391,650.6,17.8,29.8,22.2,558
2025_08_15,417,13.91391,2579.6,1568.3,21.4,17.5,322
2025_08_15,417,13.91391,451.1,875.8,29.8,22.1,642
2025_08_15,417,13.91391,3268.0,60.0,20.2,23.5,416
2025_08_15,417,13.91391,2738.0,468.4,19.9,15.1,347
2025_08_15,417,13.91391,1020.9,1221.7,19.6,19.4,316
2025_08_15,417,13.91391,2386.0,2146.0,19.2,16.8,432
2025_08_15,417,13.91391,3369.7,2044.7,27.8,28.7,611
2025_08_15,417,13.91391,1021.0,1225.5,19.5,21.0,323
2025_08_15,418,13.94728,650.3,18.2,29.9,23.0,583
2025_08_15,418,13.94728,2579.7,1568.4,20.8,17.1,326
2025_08_15,418,13.94728,450.9,875.8,29.1,22.1,622
2025_08_15,418,13.94728,3268.0,60.5,20.9,23.6,431
2025_08_15,418,13.94728,2738.6,469.0,18.8,14.1,328
2025_08_15,418,13.94728,1021.3,1225.9,20.3,20.1,326
2025_08_15,418,13.94728,2386.3,2145.8,19.8,17.2,465
2025_08_15,418,13.94728,1021.2,1222.3,20.4,20.6,331
2025_08_15,418,13.94728,3369.0,2043.9,27.3,30.1,635
2025_08_15,418,13.94728,2734.6,469.1,21.1,14.1,358
2025_08_15,419,13.98065,649.5,18.2,31.6,23.6,619
2025_08_15,419,13.98065,450.5,875.8,28.6,21.6,638
2025_08_15,419,13.98065,2579.5,1568.4,20.8,16.3,318
2025_08_15,419,13.98065,3268.2,60.9,20.5,23.5,412
2025_08_15,419,13.98065,2738.9,468.8,18.1,14.4,304
2025_08_15,419,13.98065,2386.3,2145.4,20.0,17.5,482
2025_08_15,419,13.98065,1021.4,1226.1,20.4,19.8,321
2025_08_15,419,13.98065,3370.1,2043.9,27.0,30.0,625
2025_08_15,419,13.98065,1021.4,1222.4,20.5,20.8,325
2025_08_15,420,14.01401,450.4,875.7,28.3,21.0,603
2025_08_15,420,14.01401,649.2,17.9,32.9,23.6,626
2025_08_15,420,14.01401,2580.0,1568.6,20.7,16.2,308
2025_08_15,420,14.01401,3268.2,61.4,21.8,23.4,390
2025_08_15,420,14.01401,3370.4,2044.3,27.5,30.3,635
2025_08_15,420,14.01401,2386.9,2145.2,20.8,17.7,508
2025_08_15,420,14.01401,2738.5,468.2,18.9,15.5,339
2025_08_15,420,14.01401,1022.1,1226.1,20.6,19.9,329
2025_08_15,420,14.01401,1022.0,1222.6,20.9,21.2,333
2025_08_15,420,14.01401,2734.6,468.2,21.2,16.2,394
2025_08_15,421,14.04738,450.1,876.1,28.1,21.3,617
2025_08_15,421,14.04738,2580.8,1568.6,21.1,16.9,329
2025_08_15,421,14.04738,648.4,17.6,33.9,23.9,618
2025_08_15,421,14.04738,3268.0,61.8,20.0,23.5,392
2025_08_15,421,14.04738,2387.9,2145.7,21.7,18.1,515
2025_08_15,421,14.04738,2738.9,469.3,18.3,15.8,352
2025_08_15,421,14.04738,1022.6,1225.6,21.7,20.8,426
2025_08_15,421,14.04738,3370.4,2044.6,27.2,31.3,622
2025_08_15,422,14.08075,2581.0,1568.7,22.0,17.6,337
2025_08_15,422,14.08075,449.5,876.2,28.4,21.3,636
2025_08_15,422,14.08075,648.3,16.9,35.0,23.5,594
2025_08_15,422,14.08075,3268.3,62.4,20.0,23.7,424
2025_08_15,422,14.08075,3370.5,2045.9,27.6,32.0,701
2025_08_15,422,14.08075,1022.4,1225.7,22.0,20.7,438
2025_08_15,422,14.08075,2388.1,2146.3,21.9,18.7,497
2025_08_15,422,14.08075,2738.1,469.7,19.9,15.5,364
2025_08_15,422,14.08075,2734.7,469.7,21.3,16.3,405
2025_08_15,423,14.11411,2581.5,1568.6,22.2,17.6,330
2025_08_15,423,14.11411,449.4,876.4,28.5,21.0,637
2025_08_15,423,14.11411,647.4,16.2,32.8,23.2,587
2025_08_15,423,14.11411,3268.0,62.8,19.4,23.4,411
2025_08_15,423,14.11411,3371.2,2046.2,27.4,31.9,632
2025_08_15,423,14.11411,1022.3,1225.4,23.9,22.0,473
2025_08_15,423,14.11411,2389.4,2146.5,20.3,17.4,427
2025_08_15,423,14.11411,2737.4,469.9,21.3,16.1,428
2025_08_15,424,14.14748,2581.6,1568.6,22.0,17.6,340
2025_08_15,424,14.14748,449.4,876.5,29.3,21.7,667
2025_08_15,424,14.14748,646.4,15.9,30.5,22.3,625
2025_08_15,424,14.14748,3268.0,62.8,20.1,24.2,420
2025_08_15,424,14.14748,1022.5,1225.7,22.8,21.3,440
2025_08_15,424,14.14748,2738.2,470.1,20.0,16.3,377
2025_08_15,424,14.14748,2389.7,2146.7,19.0,16.5,377
2025_08_15,424,14.14748,3371.3,2046.5,27.2,31.4,642
2025_08_15,425,14.18085,2581.8,1568.6,22.2,17.9,357
2025_08_15,425,14.18085,449.6,876.6,29.6,22.0,683
2025_08_15,425,14.18085,645.7,15.5,29.9,21.9,644
2025_08_15,425,14.18085,3268.5,63.1,20.9,24.9,432
2025_08_15,425,14.18085,2389.8,2146.8,19.2,17.1,358
2025_08_15,425,14.18085,3371.3,2047.1,27.4,30.8,645
2025_08_15,425,14.18085,1023.1,1225.8,21.1,20.5,396
2025_08_15,425,14.18085,2351.5,735.9,29.6,28.4,735
2025_08_15,425,14.18085,2738.3,469.1,20.5,17.3,399
2025_08_15,426,14.21421,2581.7,1568.4,20.9,17.4,337
2025_08_15,426,14.21421,448.9,876.6,30.9,22.4,698
2025_08_15,426,14.21421,645.7,15.5,30.2,22.0,641
2025_08_15,426,14.21421,3268.3,63.4,21.2,25.4,451
2025_08_15,426,14.21421,3371.4,2047.5,26.5,30.1,636
2025_08_15,426,14.21421,2389.5,2145.9,18.6,15.7,353
2025_08_15,426,14.21421,2349.5,737.2,31.5,29.0,805
2025_08_15,426,14.21421,2738.3,467.7,20.2,16.0,399
2025_08_15,426,14.21421,1022.3,1222.1,20.1,20.2,349
2025_08_15,426,14.21421,1022.5,1225.7,20.2,20.6,355
2025_08_15,427,14.24758,2582.2,1568.2,21.1,17.2,339
2025_08_15,427,14.24758,448.7,876.5,31.4,23.0,724
2025_08_15,427,14.24758,645.7,16.1,30.2,22.1,641
2025_08_15,427,14.24758,3268.3,63.2,21.1,25.6,485
2025_08_15,427,14.24758,3372.1,2047.6,25.7,29.2,601
2025_08_15,427,14.24758,2389.6,2146.0,19.0,15.6,363
2025_08_15,427,14.24758,2350.0,738.4,29.5,27.5,805
2025_08_15,427,14.24758,1023.1,1226.0,20.0,20.0,345
2025_08_15,427,14.24758,1023.0,1222.2,20.4,20.4,348
2025_08_15,428,14.28095,2582.1,1568.2,21.7,17.7,342
2025_08_15,428,14.28095,447.8,876.8,31.7,23.4,741
2025_08_15,428,14.28095,645.1,16.4,30.2,21.6,578
2025_08_15,428,14.28095,3268.4,63.4,21.1,26.2,505
2025_08_15,428,14.28095,3371.6,2048.0,26.7,29.4,610
2025_08_15,428,14.28095,2390.1,2146.7,19.4,16.1,376
2025_08_15,428,14.28095,2347.6,737.1,30.3,28.5,834
2025_08_15,428,14.28095,1023.3,1221.8,19.0,19.6,326
2025_08_15,428,14.28095,1023.4,1225.8,18.7,20.3,321
2025_08_15,428,14.28095,2740.1,467.8,16.6,14.7,319
2025_08_15,429,14.31431,2582.6,1568.0,21.6,17.8,343
2025_08_15,429,14.31431,446.7,876.5,31.6,23.6,740
2025_08_15,429,14.31431,645.0,16.9,30.2,21.9,536
2025_08_15,429,14.31431,3268.2,63.9,21.2,26.4,520
2025_08_15,429,14.31431,3371.8,2046.5,25.5,29.0,579
2025_08_15,429,14.31431,2390.2,2146.8,19.1,16.1,384
2025_08_15,429,14.31431,1023.5,1221.8,18.9,19.7,345
2025_08_15,429,14.31431,1023.5,1225.8,18.7,20.4,338
2025_08_15,430,14.34768,2583.3,1568.3,21.3,17.6,344
2025_08_15,430,14.34768,445.0,876.8,32.5,24.1,760
2025_08_15,430,14.34768,644.2,17.5,29.6,21.2,514
2025_08_15,430,14.34768,3267.9,64.2,21.2,25.7,499
2025_08_15,430,14.34768,2390.6,2147.5,19.6,16.2,402
2025_08_15,430,14.34768,3372.6,2046.4,25.6,30.9,580
2025_08_15,430,14.34768,1024.1,1226.1,18.3,19.9,327
2025_08_15,430,14.34768,1024.2,1222.0,18.7,19.9,327
2025_08_15,431,14.38105,2583.7,1568.1,21.2,17.7,354
2025_08_15,431,14.38105,444.0,876.6,31.8,23.8,763
2025_08_15,431,14.38105,643.4,17.9,28.5,20.8,502
2025_08_15,431,14.38105,3268.0,64.7,21.8,25.8,499
2025_08_15,431,14.38105,2391.0,2148.0,19.5,16.9,391
2025_08_15,431,14.38105,3372.6,2045.9,25.6,30.9,582
2025_08_15,431,14.38105,1024.7,1226.0,17.6,20.0,294
2025_08_15,431,14.38105,1024.7,1222.0,18.0,20.0,305
2025_08_15,431,14.38105,2740.7,468.0,15.9,13.2,380
2025_08_15,432,14.41441,2584.1,1568.2,21.0,17.5,339
2025_08_15,432,14.41441,443.3,877.0,32.1,23.9,756
2025_08_15,432,14.41441,642.6,18.3,28.4,20.7,478
2025_08_15,432,14.41441,3267.7,65.2,21.6,24.6,473
2025_08_15,432,14.41441,2391.8,2147.7,20.3,17.6,394
2025_08_15,432,14.41441,2740.4,468.6,16.1,13.8,283
2025_08_15,432,14.41441,3372.4,2047.7,25.6,30.4,608
2025_08_15,432,14.41441,1024.8,1226.7,18.3,18.6,294
2025_08_15,433,14.44778,2584.2,1568.2,21.0,17.1,341
2025_08_15,433,14.44778,442.6,876.6,31.5,23.6,720
2025_08_15,433,14.44778,641.8,18.6,28.2,20.9,459
2025_08_15,433,14.44778,3267.4,65.2,21.4,24.0,436
2025_08_15,433,14.44778,3372.5,2047.8,25.4,30.6,622
2025_08_15,433,14.44778,2393.0,2147.4,20.3,18.0,404
2025_08_15,433,14.44778,2741.0,469.6,16.5,14.2,268
2025_08_15,433,14.44778,1024.8,1227.0,19.2,18.0,293
2025_08_15,434,14.48115,2584.3,1568.3,20.8,16.5,336
2025_08_15,434,14.48115,442.7,876.2,29.9,22.3,651
2025_08_15,434,14.48115,641.5,18.5,28.4,20.6,474
2025_08_15,434,14.48115,3267.3,64.9,20.8,23.1,421
2025_08_15,434,14.48115,2740.3,469.8,17.6,15.0,282
2025_08_15,434,14.48115,3371.4,2047.5,27.9,31.3,725
2025_08_15,434,14.48115,1025.3,1227.3,18.5,17.3,285
2025_08_15,434,14.48115,2392.7,2147.4,20.8,18.0,405
2025_08_15,435,14.51451,2584.8,1568.5,20.4,15.8,322
2025_08_15,435,14.51451,442.4,875.6,28.9,21.4,598
2025_08_15,435,14.51451,641.0,18.5,28.0,21.3,479
2025_08_15,435,14.51451,3267.0,65.1,20.5,23.5,383
2025_08_15,435,14.51451,2739.9,470.1,17.1,16.1,272
2025_08_15,435,14.51451,2393.1,2147.6,20.5,17.5,380
2025_08_15,435,14.51451,1026.0,1226.8,19.6,18.4,342
2025_08_15,435,14.51451,3371.0,2047.5,28.2,31.7,809
2025_08_15,435,14.51451,3777.5,1255.8,16.7,17.1,231
2025_08_15,436,14.54788,2584.9,1568.5,20.5,16.1,322
2025_08_15,436,14.54788,641.5,18.5,28.8,21.2,503
2025_08_15,436,14.54788,442.8,875.2,28.7,21.2,602
2025_08_15,436,14.54788,3267.1,65.3,21.1,23.9,384
2025_08_15,436,14.54788,2393.1,2148.0,20.5,17.5,359
2025_08_15,436,14.54788,1025.1,1222.9,24.1,22.3,544
2025_08_15,436,14.54788,2739.9,470.4,16.3,14.0,232
2025_08_15,436,14.54788,3371.2,2048.1,30.9,32.5,891
2025_08_15,437,14.58125,2585.2,1568.5,20.5,16.2,327
2025_08_15,437,14.58125,641.5,18.3,29.3,21.5,522
2025_08_15,437,14.58125,443.7,875.2,29.8,21.8,610
2025_08_15,437,14.58125,1025.5,1223.0,24.3,22.1,491
2025_08_15,437,14.58125,2393.5,2148.4,20.9,17.6,351
2025_08_15,437,14.58125,3266.8,64.8,19.7,23.2,367
2025_08_15,437,14.58125,2739.4,470.7,17.4,14.7,225
2025_08_15,437,14.58125,3372.6,2047.6,31.2,32.1,847
2025_08_15,438,14.61461,2585.6,1568.2,20.6,16.2,324
2025_08_15,438,14.61461,641.4,17.9,29.9,21.8,530
2025_08_15,438,14.61461,443.3,875.7,29.3,21.5,604
2025_08_15,438,14.61461,2739.6,471.9,17.0,15.6,227
2025_08_15,438,14.61461,2394.0,2148.4,20.0,16.7,332
2025_08_15,438,14.61461,1026.0,1223.1,23.6,22.3,502
2025_08_15,438,14.61461,3267.3,64.7,19.8,23.7,400
2025_08_15,438,14.61461,3372.5,2047.9,30.8,30.3,844
2025_08_15,439,14.64798,2585.5,1568.2,20.9,16.9,328
2025_08_15,439,14.64798,640.7,17.7,30.2,22.7,576
2025_08_15,439,14.64798,443.6,876.1,29.4,21.8,635
2025_08_15,439,14.64798,2739.2,471.9,18.6,17.5,264
2025_08_15,439,14.64798,2394.0,2148.3,19.0,16.3,319
2025_08_15,439,14.64798,1025.9,1224.8,24.1,22.6,470
2025_08_15,439,14.64798,3267.4,64.7,20.4,25.0,436
2025_08_15,439,14.64798,3372.7,2048.9,28.7,28.0,762
2025_08_15,440,14.68135,640.7,17.9,31.6,23.2,616
2025_08_15,440,14.68135,2585.6,1568.3,21.0,17.1,325
2025_08_15,440,14.68135,442.7,876.5,29.1,21.9,629
2025_08_15,440,14.68135,2740.3,471.5,18.4,17.8,306
2025_08_15,440,14.68135,2394.2,2148.6,19.6,15.8,314
2025_08_15,440,14.68135,1025.4,1225.3,24.7,21.6,638
2025_08_15,440,14.68135,3267.4,65.3,20.7,25.0,474
2025_08_15,440,14.68135,3372.8,2048.6,27.8,28.1,711
2025_08_15,441,14.71471,640.0,17.7,31.5,23.3,649
2025_08_15,441,14.71471,2586.1,1568.2,21.6,17.3,319
2025_08_15,441,14.71471,442.4,876.8,29.2,22.1,636
2025_08_15,441,14.71471,2741.4,471.9,19.5,19.2,342
2025_08_15,441,14.71471,3373.2,2049.5,26.1,27.7,645
2025_08_15,441,14.71471,2394.5,2148.8,19.3,15.5,306
2025_08_15,441,14.71471,3267.4,66.3,20.6,25.2,495
2025_08_15,441,14.71471,1022.8,1221.1,19.4,18.2,294
2025_08_15,442,14.74808,639.2,17.8,31.6,23.8,651
2025_08_15,442,14.74808,441.4,877.0,28.8,22.3,642
2025_08_15,442,14.74808,2586.6,1567.8,22.1,17.8,326
2025_08_15,442,14.74808,3373.0,2050.2,24.9,26.7,605
2025_08_15,442,14.74808,2741.7,472.3,20.6,19.4,373
2025_08_15,442,14.74808,3267.3,66.9,20.3,25.0,475
2025_08_15,442,14.74808,2394.5,2149.1,19.9,16.2,320
2025_08_15,442,14.74808,1022.6,1220.9,19.3,17.8,273
2025_08_15,443,14.78145,2586.6,1567.7,22.2,18.0,344
2025_08_15,443,14.78145,639.0,17.4,32.3,24.7,746
2025_08_15,443,14.78145,440.1,877.0,29.9,22.5,657
2025_08_15,443,14.78145,2742.5,472.1,19.3,18.2,390
2025_08_15,443,14.78145,3267.1,67.1,19.8,25.3,491
2025_08_15,443,14.78145,3373.8,2050.3,25.0,26.6,536
2025_08_15,443,14.78145,2394.7,2149.0,19.5,16.2,330
2025_08_15,443,14.78145,1023.9,1220.7,17.9,17.4,261
2025_08_15,444,14.81481,2586.9,1567.8,22.1,17.9,334
2025_08_15,444,14.81481,637.9,16.5,30.5,24.7,782
2025_08_15,444,14.81481,439.6,877.6,29.8,22.6,665
2025_08_15,444,14.81481,3267.2,67.8,20.2,25.4,507
2025_08_15,444,14.81481,3373.7,2050.0,25.9,27.3,532
2025_08_15,444,14.81481,2744.8,470.5,16.2,16.2,361
2025_08_15,444,14.81481,2394.4,2149.2,19.1,16.2,320
2025_08_15,445,14.84818,2587.0,1568.1,21.2,17.5,329
2025_08_15,445,14.84818,438.3,878.3,30.7,22.8,696
2025_08_15,445,14.84818,637.8,14.7,31.7,24.1,783
2025_08_15,445,14.84818,3267.1,68.2,19.7,25.5,504
2025_08_15,445,14.84818,3373.8,2049.5,25.6,27.4,456
2025_08_15,445,14.84818,2394.6,2149.4,19.0,16.5,321
2025_08_15,445,14.84818,1025.1,1221.4,17.6,18.8,260
2025_08_15,445,14.84818,1025.0,1226.0,17.2,19.9,250
2025_08_15,446,14.88155,2587.5,1568.2,21.1,17.5,339
2025_08_15,446,14.88155,438.0,878.8,30.9,23.0,699
2025_08_15,446,14.88155,637.0,14.8,30.5,23.4,721
2025_08_15,446,14.88155,3266.7,68.3,19.3,24.5,494
2025_08_15,446,14.88155,1026.6,1226.3,19.3,19.4,285
2025_08_15,446,14.88155,2394.9,2149.6,19.4,16.9,345
2025_08_15,446,14.88155,3373.1,2048.6,27.2,30.5,523
2025_08_15,446,14.88155,1026.6,1222.1,19.7,20.2,300
2025_08_15,447,14.91491,2587.9,1568.3,21.1,17.4,342
2025_08_15,447,14.91491,437.8,878.7,30.9,23.1,691
2025_08_15,447,14.91491,636.8,15.0,30.1,22.7,685
2025_08_15,447,14.91491,3266.7,68.6,19.2,23.9,459
2025_08_15,447,14.91491,2744.2,469.7,15.6,15.2,346
2025_08_15,447,14.91491,1027.2,1226.5,20.0,19.1,337
2025_08_15,447,14.91491,2395.4,2149.6,19.7,17.3,337
2025_08_15,447,14.91491,3373.1,2049.7,24.7,28.5,519
2025_08_15,447,14.91491,1027.2,1222.6,20.3,21.3,357
2025_08_15,448,14.94828,2588.4,1568.4,22.0,17.8,355
2025_08_15,448,14.94828,437.6,879.1,30.7,23.0,676
2025_08_15,448,14.94828,636.2,15.7,29.3,22.0,609
2025_08_15,448,14.94828,2745.2,470.4,15.2,14.1,296
2025_08_15,448,14.94828,1027.0,1227.2,19.6,17.5,311
2025_08_15,448,14.94828,2396.1,2150.1,20.6,17.9,333
2025_08_15,448,14.94828,3266.4,68.9,19.4,23.9,462
2025_08_15,448,14.94828,3373.3,2051.2,24.2,27.8,532
2025_08_15,449,14.98165,2589.0,1568.0,21.4,17.5,336
2025_08_15,449,14.98165,437.4,879.1,30.0,22.6,661
2025_08_15,449,14.98165,636.0,16.1,28.9,21.8,532
2025_08_15,449,14.98165,2744.1,471.1,16.7,15.4,331
2025_08_15,449,14.98165,2396.4,2149.9,21.1,18.0,338
2025_08_15,449,14.98165,1027.5,1227.4,21.0,17.4,334
2025_08_15,449,14.98165,3266.5,68.5,19.4,24.1,416
2025_08_15,449,14.98165,3375.3,2052.1,23.8,28.0,514
2025_08_15,450,15.01502,2589.0,1567.6,21.7,17.1,339
2025_08_15,450,15.01502,436.7,878.6,28.8,21.2,630
2025_08_15,450,15.01502,635.3,16.7,28.3,20.8,459
2025_08_15,450,15.01502,2744.7,471.5,15.7,14.1,288
2025_08_15,450,15.01502,3266.3,68.9,19.9,23.5,429
2025_08_15,450,15.01502,1028.7,1227.9,24.0,17.6,374
2025_08_15,450,15.01502,2396.8,2150.3,21.3,17.6,323
2025_08_15,451,15.04838,2588.6,1567.3,21.9,17.1,346
2025_08_15,451,15.04838,436.5,878.1,28.6,20.8,599
2025_08_15,451,15.04838,634.8,17.1,28.0,20.9,435
2025_08_15,451,15.04838,2745.3,471.6,15.1,13.7,298
2025_08_15,451,15.04838,1029.2,1228.6,24.9,18.7,426
2025_08_15,451,15.04838,2397.1,2150.4,21.7,17.9,323
2025_08_15,451,15.04838,3266.4,69.4,19.6,24.9,441
2025_08_15,451,15.04838,3376.7,2054.6,22.0,28.9,477
2025_08_15,452,15.08175,2588.7,1567.0,21.6,16.8,343
2025_08_15,452,15.08175,436.2,878.0,28.4,19.9,591
2025_08_15,452,15.08175,634.2,17.4,27.4,20.4,426
2025_08_15,452,15.08175,2745.1,471.8,14.3,13.2,306
2025_08_15,452,15.08175,1030.3,1229.0,23.5,17.2,380
2025_08_15,452,15.08175,2397.8,2150.2,20.5,16.8,314
2025_08_15,452,15.08175,3266.6,69.5,19.3,24.7,456
2025_08_15,453,15.11512,2588.6,1567.1,21.9,17.0,366
2025_08_15,453,15.11512,435.4,877.7,28.0,19.8,584
2025_08_15,453,15.11512,633.7,17.4,27.6,20.3,399
2025_08_15,453,15.11512,2742.9,472.0,15.7,14.8,302
2025_08_15,453,15.11512,1030.1,1229.4,23.3,17.4,398
2025_08_15,453,15.11512,2398.2,2150.3,20.8,16.8,322
2025_08_15,453,15.11512,3376.9,2052.7,24.6,31.3,630
2025_08_15,453,15.11512,3266.6,69.8,19.8,25.3,493
2025_08_15,454,15.14848,2588.3,1567.7,21.1,16.9,342
2025_08_15,454,15.14848,435.2,877.8,27.4,20.0,558
2025_08_15,454,15.14848,633.5,17.7,27.0,20.1,396
2025_08_15,454,15.14848,1030.8,1230.0,22.5,17.5,386
2025_08_15,454,15.14848,2398.3,2150.3,20.8,16.6,312
2025_08_15,454,15.14848,3376.8,2054.1,24.1,32.6,651
2025_08_15,454,15.14848,3266.7,70.3,19.9,25.7,503
2025_08_15,455,15.18185,2588.6,1567.9,20.7,16.9,347
2025_08_15,455,15.18185,434.5,878.1,27.8,21.0,571
2025_08_15,455,15.18185,632.8,18.1,26.9,19.5,404
2025_08_15,455,15.18185,1031.0,1230.5,22.2,17.1,352
2025_08_15,455,15.18185,2398.1,2149.8,20.5,16.2,313
2025_08_15,455,15.18185,3266.4,70.7,20.3,25.9,469
2025_08_15,455,15.18185,2742.1,472.5,16.4,14.4,320
2025_08_15,455,15.18185,3834.0,884.3,12.1,17.4,169
2025_08_15,456,15.21522,2589.1,1567.9,20.9,16.7,349
2025_08_15,456,15.21522,434.1,877.8,29.3,22.7,635
2025_08_15,456,15.21522,632.5,18.7,27.2,19.5,427
2025_08_15,456,15.21522,2743.1,472.4,15.1,14.8,326
2025_08_15,456,15.21522,3266.4,71.0,20.7,25.9,481
2025_08_15,456,15.21522,2398.2,2150.2,20.8,16.3,295
2025_08_15,456,15.21522,1030.9,1230.9,21.9,17.3,340
2025_08_15,457,15.24858,434.3,877.9,29.7,23.4,662
2025_08_15,457,15.24858,2589.4,1568.1,21.0,16.3,325
2025_08_15,457,15.24858,632.2,19.0,28.3,19.8,447
2025_08_15,457,15.24858,2743.1,473.2,15.8,15.5,303
2025_08_15,457,15.24858,3266.3,72.9,20.1,25.1,465
2025_08_15,457,15.24858,2398.5,2150.4,21.1,15.9,299
2025_08_15,457,15.24858,1031.1,1231.6,22.3,17.6,334
2025_08_15,458,15.28195,2589.7,1568.2,21.3,16.3,335
2025_08_15,458,15.28195,433.6,878.0,30.9,24.1,708
2025_08_15,458,15.28195,632.1,19.3,29.0,20.1,464
2025_08_15,458,15.28195,2744.0,473.1,16.1,15.2,300
2025_08_15,458,15.28195,3266.3,73.2,20.8,25.6,480
2025_08_15,458,15.28195,2398.7,2150.7,21.4,16.3,311
2025_08_15,458,15.28195,1030.5,1231.6,21.0,16.4,338
2025_08_15,459,15.31532,2590.2,1568.1,21.0,16.2,343
2025_08_15,459,15.31532,433.1,878.2,32.0,24.7,724
2025_08_15,459,15.31532,631.5,18.9,29.5,20.3,496
2025_08_15,459,15.31532,2744.6,472.6,17.5,16.6,353
2025_08_15,459,15.31532,3266.2,73.2,20.3,24.4,456
2025_08_15,459,15.31532,2398.7,2150.8,21.5,16.3,294
2025_08_15,459,15.31532,1030.0,1229.7,20.1,15.3,329
2025_08_15,459,15.31532,3376.5,2053.0,31.7,33.9,721
2025_08_15,460,15.34868,630.5,18.8,30.8,21.4,562
2025_08_15,460,15.34868,2590.3,1567.9,21.4,16.2,326
2025_08_15,460,15.34868,431.9,878.1,32.0,23.7,732
2025_08_15,460,15.34868,2745.7,472.5,16.5,15.4,313
2025_08_15,460,15.34868,3266.4,71.3,19.6,22.8,426
2025_08_15,460,15.34868,2398.7,2151.2,21.4,16.2,291
2025_08_15,460,15.34868,1031.0,1227.2,22.4,19.0,427
2025_08_15,461,15.38205,629.7,18.2,32.2,23.7,669
2025_08_15,461,15.38205,431.8,878.1,31.1,23.3,699
2025_08_15,461,15.38205,2590.7,1568.1,21.5,16.2,342
2025_08_15,461,15.38205,2747.5,472.8,16.5,16.3,363
2025_08_15,461,15.38205,3266.4,71.1,19.3,22.4,532
2025_08_15,461,15.38205,1031.1,1227.3,22.7,18.9,544
2025_08_15,461,15.38205,2398.4,2151.4,20.9,15.5,284
2025_08_15,462,15.41542,628.6,18.2,33.2,24.8,732
2025_08_15,462,15.41542,2747.3,472.0,18.2,18.5,382
2025_08_15,462,15.41542,430.3,878.1,30.7,22.5,655
2025_08_15,462,15.41542,2590.8,1567.9,21.7,16.3,328
2025_08_15,462,15.41542,1030.5,1227.3,24.1,18.7,413
2025_08_15,462,15.41542,3266.3,71.4,19.6,22.9,421
2025_08_15,462,15.41542,3373.6,2049.4,24.8,26.6,565
2025_08_15,462,15.41542,2401.5,2152.1,21.0,15.3,272
2025_08_15,463,15.44878,627.5,18.8,33.6,25.0,713
2025_08_15,463,15.44878,3373.3,2049.9,25.3,28.1,593
2025_08_15,463,15.44878,2747.1,472.0,16.6,17.5,324
2025_08_15,463,15.44878,430.3,878.2,31.0,22.0,656
2025_08_15,463,15.44878,2590.9,1567.9,22.3,16.5,334
2025_08_15,463,15.44878,1030.3,1227.2,24.0,18.3,389
2025_08_15,463,15.44878,2332.0,737.2,26.0,22.1,622
2025_08_15,463,15.44878,2401.4,2152.3,21.2,15.4,271
2025_08_15,463,15.44878,3266.5,73.0,19.2,22.3,421
2025_08_15,464,15.48215,626.3,19.5,34.2,25.1,727
2025_08_15,464,15.48215,2746.6,471.8,17.6,17.3,323
